Index,QuestionId,QuestionTitle,Difficulty,TargetName,ModelLabel,Attempts,BestAttemptIndex,BestProvidedPassRate,BestGeneratedPassRate,BestCombinedPassRate,AverageCombinedPassRate,ProvidedSuccesses,CombinedSuccesses,OraclePassRate,GeneratedTests,DifficultyEstimate,FailureCategory,BenchmarkQualitySignal,EfficacyLabel,Suspicious,NeedsAudit,ProvidedPass@1,CombinedPass@1,ProvidedPass@2,CombinedPass@2
20,146137,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.7826,0.0,0.6923,0.6923,0,0,1.0,3,reasonable,benchmark_suspicion,public_private_divergence,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
21,146140,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.1579,0.0,0.1364,0.1364,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
22,146142,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,1.0,1.0,1.0,0.9565,1,1,1.0,2,trivial,clean_pass,clean_evaluation,Low Efficacy,False,False,0.5,0.5,1.0,1.0
23,146145,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.1818,0.0,0.1429,0.1071,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
24,146150,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,2,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
25,146135,Algorithmic Paradigms & Patterns,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.05,0.0,0.0435,0.0217,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
26,146160,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0667,0.0,0.0556,0.0556,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
27,146158,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.1333,0.3333,0.1667,0.1667,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
28,146170,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
29,146183,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
30,146180,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
31,146192,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
32,146193,Algorithmic Paradigms & Patterns,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.8824,0.6667,0.85,0.475,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
33,146199,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.9,0.3333,0.8261,0.6087,0,0,1.0,3,reasonable,logical_or_edge_failure,generated_tests_expose_weakness,High Efficacy,False,False,0.0,0.0,0.0,0.0
34,146210,Algorithmic Paradigms & Patterns,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
35,146211,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
36,146205,Algorithmic Paradigms & Patterns,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
37,146204,Algorithmic Paradigms & Patterns,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.3846,0.3333,0.375,0.375,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
38,146223,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0952,0.0,0.087,0.087,0,0,1.0,2,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
39,146229,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
40,146232,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
41,146237,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.9333,1.0,0.9394,0.9394,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
42,146234,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
43,146245,Algorithmic Paradigms & Patterns,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.963,0.6667,0.9333,0.8833,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
44,146242,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
45,146251,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.4,0.0,0.3478,0.3478,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
46,146252,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.7619,1.0,0.7917,0.75,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
47,146265,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,2,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
48,146259,Algorithmic Paradigms & Patterns,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,generation_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
49,146263,Algorithmic Paradigms & Patterns,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.6286,1.0,0.6579,0.6448,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
50,146256,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
51,146271,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.1739,0.0,0.1538,0.1153,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
52,146279,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.3226,0.6667,0.3529,0.3529,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
53,146285,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
54,146302,Algorithmic Paradigms & Patterns,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
55,146296,Algorithmic Paradigms & Patterns,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.375,0.3333,0.3704,0.2778,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
56,146303,Algorithmic Paradigms & Patterns,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.2381,0.0,0.2083,0.1875,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
57,146342,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
58,146348,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
59,146344,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.9333,1.0,0.9444,0.8889,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
60,146372,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
61,146369,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.4615,0.0,0.4138,0.3966,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
62,146376,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
63,146388,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
64,146387,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.3636,0.5,0.3846,0.3846,0,0,1.0,2,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
65,146389,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.8696,0.6667,0.8462,0.8462,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
66,146385,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,1.0,1.0,1.0,1.0,2,2,1.0,3,trivial,clean_pass,clean_evaluation,Low Efficacy,False,False,1.0,1.0,1.0,1.0
67,146400,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.4706,0.6667,0.5,0.275,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
68,146406,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.5833,0.0,0.5185,0.5185,0,0,1.0,3,reasonable,benchmark_suspicion,public_private_divergence,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
69,146416,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.2,0.0,0.1667,0.1667,0,0,1.0,3,reasonable,benchmark_suspicion,public_private_divergence,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
70,146404,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0667,0.0,0.0556,0.0278,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
71,146418,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.2632,0.3333,0.2727,0.2727,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
72,146436,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.5294,0.0,0.4737,0.4737,0,0,1.0,2,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
73,146446,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.28,1.0,0.3077,0.3077,0,0,1.0,1,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
74,146454,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
75,146465,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.75,1.0,0.7895,0.7895,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
76,146473,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
77,146470,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.9394,1.0,0.9444,0.9444,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
78,146476,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.9048,0.6667,0.875,0.875,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
79,146469,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.3214,0.3333,0.3226,0.3226,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
80,146474,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
81,146475,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
82,146492,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
83,146506,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,2,1.0,1.0,1.0,0.9531,1,1,1.0,3,trivial,clean_pass,clean_evaluation,Low Efficacy,False,False,0.5,0.5,1.0,1.0
84,146503,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.5517,0.0,0.5,0.2812,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
85,146515,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.8421,0.0,0.7273,0.3636,0,0,1.0,3,reasonable,logical_or_edge_failure,generated_tests_expose_weakness,High Efficacy,False,False,0.0,0.0,0.0,0.0
86,146510,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
87,146516,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.9375,0.3333,0.8857,0.8857,0,0,1.0,3,reasonable,logical_or_edge_failure,generated_tests_expose_weakness,High Efficacy,False,False,0.0,0.0,0.0,0.0
88,146521,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,2,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
89,146522,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0244,0.0,0.0227,0.0227,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
90,146539,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.3125,0.3333,0.3158,0.2369,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
91,146556,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0667,0.0,0.0556,0.0556,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
92,146553,Core Data Structures,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,0.8182,3,unknown,benchmark_suspicion,misaligned_or_broken,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
93,146569,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,2,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
94,146575,Core Data Structures,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.3333,0.3333,0.3333,0.2381,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
95,146600,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
96,146597,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.3333,0.0,0.2917,0.2917,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
97,146584,Core Data Structures,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,2,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
98,146619,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0455,0.0,0.04,0.04,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
99,146618,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,1.0,1.0,1.0,1.0,2,2,1.0,3,trivial,clean_pass,clean_evaluation,Low Efficacy,False,False,1.0,1.0,1.0,1.0
100,146623,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.4118,0.0,0.35,0.35,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
101,146621,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.1739,0.0,0.1538,0.0769,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
102,146656,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.3846,0.3333,0.3793,0.3793,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
103,146635,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.2,0.3333,0.2222,0.1667,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
104,146634,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.9286,0.0,0.9286,0.9286,0,0,0.0,0,unknown,benchmark_suspicion,misaligned_or_broken,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
